level_0,address,address_norm,latitude,longitude,district,area,index
65811,"Королёв, ул. Калининградская, 15","королёв, улица калининградская, 15",55.913263,37.842978,,,61060.0
65812,"ул. Нижегородская, д. 2, корп. 1","улица нижегородская, д. 2, корпус 1",55.738465,37.674508,,,61061.0
65813,"Зеленоград, г. Зеленоград, корп. 338","зеленоград,г. зеленоград, корпус 338",55.995035,37.214983,,,61062.0
65814,"ул. Петровка, д. 8/11, стр. 1","улица петровка, д. 8/11, стр 1",55.762166,37.619099,,,61063.0
65815,"ул. Мусы Джалиля, д. 4, корп. 6","улица мусы джалиля, д. 4, корпус 6",55.628698,37.740686,,,61064.0
65816,"Полесский проезд, д. 2, корп. 1","полесский проезд, д. 2, корпус 1",55.813116,37.470464,,,61065.0
65817,"ул. Народная, д. 14, стр. 1","улица народная, д. 14, стр 1",55.737689,37.650145,,,61066.0
65818,"ул. Старый Гай, д. 3","улица старыйг. ай, д. 3",55.738971,37.829853,,,61067.0
65819,"Подольск, ул. Пионерская, д. 14","подольск, улица пионерская, д. 14",55.413254,37.538943,,,61068.0
65820,"ул. 1-я Напрудная, д. 17","улица 1-я напрудная, д. 17",55.880596,37.692492,,,61069.0
65821,"ул. Косинская, д. 3","улица косинская, д. 3",55.727846,37.836294,,,61070.0
65822,"Мытищи, ул. Мира, д. 43","мытищи, улица мира, д. 43",55.921042,37.71601,,,61071.0
65823,"Троицк (Москва), Октябрьский пр-кт, д. 17а","троицк , октябрьский пр-кт, д. 17а",55.477653,37.29797,,,61072.0
65824,"ул. Гамалеи, д. 23, корп. 1","улицаг. амалеи, д. 23, корпус 1",55.802174,37.45557,,,61073.0
65825,"ул. Плещеева, д. 11В","улица плещеева, д. 11в",55.888897,37.612982,,,61074.0
65826,"наб. Серебряническая, д. 27","набережная серебряническая, д. 27",55.750064,37.652382,,,61075.0
65827,"ул. Электрозаводская, д. 27, стр. 7","улица электрозаводская, д. 27, стр 7",55.79059,37.703999,,,61076.0
65828,"ул. Большая Татарская, д. 3","улица большая татарская, д. 3",55.743015,37.6319,,,61077.0
65829,"Рязань, ул. Интернациональная, д. 3А","рязань, улица интернациональная, д. 3а",,,,,61078.0
65830,"Щёлковское шоссе, д. 72","щёлковское шоссе, д. 72",55.810132,37.809318,,,61079.0
65831,"Можайское шоссе, д. 21","можайское шоссе, д. 21",55.719911,37.428459,,,61080.0
65832,"Варшавское шоссе, д. 104","варшавское шоссе, д. 104",55.644191,37.618453,,,61081.0
65833,"пос. Сосенское, просп. Магеллана, д. 1","поселок сосенское, пр-т магеллана, д. 1",55.590175,37.447656,,,61082.0
65834,"Самара, ул. Владимирская, д. 1а","самара, улица владимирская, д. 1а",,,,,61083.0
65835,"ул. Ивовая, д. 3","улица ивовая, д. 3",55.859736,37.642555,,,61084.0
65836,"ул. Планерная, д. 7, корп. 4","улица планерная, д. 7, корпус 4",55.862206,37.432457,,,61085.0
65837,"Жуковский, ул. Чкалова, д. 26","жуковский, улица чкалова, д. 26",55.59542,38.127267,,,61086.0
65838,"ул. Гамалеи, 19","улицаг. амалеи, 19",55.801506,37.454816,,,61087.0
65839,"Лобня, ул. Победы, д. 18","лобня, улица победы, д. 18",56.007499,37.464365,,,61088.0
65840,"Железнодорожный (Балашиха), ул. Граничная, д. 18, стр. 2","железнодорожный , улицаг. раничная, д. 18, стр 2",55.746715,37.986349,,,61089.0
65841,"п. Дрожжино, ул. Южная, д. 7","поселок дрожжино, улица южная, д. 7",55.522903,37.583481,,,61090.0
65842,"пос. Кокошкино, ул. Дзержинского, д. 7","поселок кокошкино, улица дзержинского, д. 7",55.604107,37.1689,,,61091.0
65843,"ул. Лебедянская, д. 33","улица лебедянская, д. 33",55.585937,37.690525,,,61092.0
65844,"просп. Кутузовский, д. 36, стр. 2","пр-т кутузовский, д. 36, стр 2",55.739397,37.527651,,,61093.0
65845,"Обнинск, просп. Ленина, д. 82","обнинск, пр-т ленина, д. 82",55.100633,36.603752,,,61094.0
65846,"Ленинградское шоссе, д. 58, стр. 53","ленинградское шоссе, д. 58, стр 53",55.843692,37.482627,,,61095.0
65847,"Жуковский, ул. Гагарина, д. 85","жуковский, улицаг. агарина, д. 85",55.610072,38.073791,,,61096.0
65848,"Ленинградский просп., д. 74, корп. 6","ленинградский пр-т, д. 74, корпус 6",55.806413,37.51688,,,61097.0
65849,"ул. Пантелеевская, д. 10","улица пантелеевская, д. 10",55.782451,37.644324,,,61098.0
65850,"Подольск, ул. Свердлова, д. 9а","подольск, улица свердлова, д. 9а",55.426304,37.541485,,,61099.0
65851,"Биробиджан, ул. Миллера, д. 9, корп. 2","биробиджан, улица миллера, д. 9, корпус 2",,,,,61100.0
65852,"пос. Михайлово-Ярцевское, пос. Шишкин Лес, д. 32","поселок михайлово-ярцевское, поселок шишкин лес, д. 32",55.41284,37.182276,,,61101.0
65853,"Жуковский, улица Лесная, д. 1","жуковский, улица лесная, д. 1",55.58323,38.138757,,,61102.0
65854,"ул. Народного Ополчения, д. 23, корп. 3","улица народного ополчения, д. 23, корпус 3",55.779201,37.476178,,,61103.0
65855,"ул. 10-летия Октября, д. 2","улица 10-летия октября, д. 2",,,,,61104.0
65856,"ул. Профсоюзная, д. 43, корп. 2","улица профсоюзная, д. 43, корпус 2",55.666746,37.555786,,,61105.0
65857,"просп. 40 лет Октября, д. 25","пр-т 40 лет октября, д. 25",55.674123,37.746984,,,61106.0
65858,"ул. Большая Дорогомиловская, д. 11","улица большая дорогомиловская, д. 11",55.745894,37.553397,,,61107.0
65859,"Троицк (Москва), Октябрьский проспект, д. 3а","троицк , октябрьский пр-т, д. 3а",55.473745,37.29276,,,61108.0
65860,"ул. Касаткина, д. 3","улица касаткина, д. 3",55.826625,37.65364,,,61109.0
65861,"Колодезный переулок, д. 3, стр. 29","колодезный переулок, д. 3, стр 29",55.795843,37.699858,,,61110.0
65862,"Можайское шоссе, д. 16","можайское шоссе, д. 16",55.721184,37.42969,,,61111.0
65863,"Ленинградское шоссе, д. 37, корп. 2","ленинградское шоссе, д. 37, корпус 2",55.831777,37.484101,,,61112.0
65864,"бульвар Измайловский, д. 61","бул измайловский, д. 61",55.797453,37.811644,,,61113.0
65865,"пр-д Проектируемый 4062-й, д. 6, стр. 16","проезд проектируемый 4062-й, д. 6, стр 16",55.69351,37.660548,,,61114.0
65866,"ул. Челябинская, д. 16, корп. 2","улица челябинская, д. 16, корпус 2",55.776193,37.82926,,,61115.0
65867,"Наро-Фоминск, ул. Ефремова, д. 9","наро-фоминск, улица ефремова, д. 9",55.386824,36.740897,,,61116.0
65868,"ул. Трофимова, д. 31","улица трофимова, д. 31",55.703013,37.682736,,,61117.0
65869,"Химки, Юбилейный просп., д. 50","химки, юбилейный пр-т, д. 50",55.887841,37.416691,,,61118.0
65870,"Балашиха, ул. Заречная, д. 29","балашиха, улица заречная, д. 29",55.829284,37.964457,,,61119.0
65871,"ул. Элеваторная, д. 10, корп. 1","улица элеваторная, д. 10, корпус 1",55.601452,37.661913,,,61120.0
65872,"ул. Академика Пилюгина, д. 8, корп. 2","улица академика пилюгина, д. 8, корпус 2",55.671102,37.540012,,,61121.0
65873,"Дмитровское шоссе, д. 5, корп. 1","дмитровское шоссе, д. 5, корпус 1",55.812186,37.577103,,,61122.0
65874,"​Старый Петровско-Разумовский проезд, д. 10","​старый петровско-разумовский проезд, д. 10",55.798419,37.55434,,,61123.0
65875,"ул. Земляной Вал, д. 64, стр. 2","улица земляной вал, д. 64, стр 2",55.746188,37.654709,,,61124.0
65876,"пос. Сосенское, ул. Малое Понизовье, д. 2","поселок сосенское, улица малое понизовье, д. 2",55.603919,37.415029,,,61125.0
65877,"Одинцово, ул. Молодежная, д. 18, корп. А","одинцово, улица молодежная, д. 18, корпус а",55.673676,37.260833,,,61126.0
65878,"Скатертный пер., д. 28","скатертный переулок, д. 28",55.757207,37.590407,,,61127.0
65879,"ул. Ясногорская, д. 5","улица ясногорская, д. 5",55.609838,37.538233,,,61128.0
65880,"ул. Москвитина, д. 3, корп. 1","улица москвитина, д. 3, корпус 1",55.59899,37.358633,,,61129.0
